,km,nq,yd,gk,yj,tq,nb,re,ui,fd,ii,es,fb,hm,kv,tk,aa,lx,xe,gg,lu,fl,jg,fy,ti,dn,pa,qd,bc,od,vp,la,oo,sh,kg,lo,so,sn,ne,nm,vg,fc,aq,label
570,97,89,46,6,74,14,63,33,38,37,24,51,53,14,5,78,82,68,63,2,3,64,62,93,64,90,33,2,21,93,36,41,65,19,91,14,95,10,76,98,20,67,53,Glatt Kosher
571,81,99,28,85,29,62,69,46,80,66,51,89,52,91,54,84,49,53,78,21,89,85,72,85,18,0,36,13,94,66,86,88,97,69,13,51,9,11,51,60,85,78,31,Non Kosher
572,73,25,8,99,50,89,31,82,26,97,76,52,49,70,26,35,4,7,9,7,88,85,16,68,79,28,0,26,93,79,60,20,3,1,37,33,67,59,25,26,29,29,2,Kosher LeMehadrin
573,78,55,97,51,45,15,60,94,92,56,38,98,31,38,2,35,56,6,22,82,75,24,51,31,78,76,52,48,55,81,25,2,12,57,25,61,89,2,99,82,75,88,100,Kosher LeMehadrin
574,97,16,88,17,66,53,0,91,29,27,83,86,85,85,31,70,24,55,84,63,64,84,73,10,56,34,17,50,85,31,58,68,15,5,52,55,51,8,82,34,13,22,91,Non Kosher
575,1,15,0,58,67,18,65,72,85,95,96,80,70,65,52,87,77,21,19,51,32,3,27,25,38,26,8,89,26,92,30,18,40,52,58,5,3,25,3,80,8,12,30,Glatt Kosher
576,86,7,62,50,13,95,5,77,52,35,10,46,37,100,24,25,13,42,6,92,67,49,90,14,73,77,46,18,83,6,17,99,58,80,86,28,43,44,70,61,51,30,76,OU Kosher
577,89,74,9,91,23,32,39,74,69,46,75,74,78,58,5,67,8,11,22,71,28,65,13,37,25,22,48,91,94,63,16,33,34,41,17,13,30,51,92,28,78,43,43,Glatt Kosher
578,12,91,59,83,79,30,67,46,22,92,19,36,70,59,71,61,87,73,41,21,55,11,6,87,73,82,94,11,71,61,89,86,40,95,94,56,92,41,74,65,17,67,96,OU Kosher
579,63,19,3,44,59,62,99,2,22,64,93,6,16,40,71,1,69,7,25,44,93,43,64,15,33,51,17,6,24,55,90,80,6,99,90,50,4,59,37,45,29,65,42,OU Kosher
580,12,73,58,29,61,40,8,89,26,68,44,48,84,46,93,36,73,0,70,95,20,41,17,30,26,7,70,1,58,82,79,23,26,47,9,18,36,97,80,61,20,71,18,Kosher LeMehadrin
581,17,27,95,23,23,11,43,27,90,61,29,5,64,91,74,54,35,7,74,56,32,75,83,79,4,53,72,81,36,92,41,21,15,44,74,4,83,72,92,35,18,89,85,Glatt Kosher
582,68,33,100,96,89,36,49,37,68,52,43,28,79,15,65,79,91,50,53,95,27,90,2,29,59,36,85,27,60,38,55,100,24,18,12,39,6,30,54,78,62,79,95,OU Kosher
583,54,53,7,46,14,97,83,10,8,18,25,27,5,74,93,17,49,88,37,34,9,20,51,50,70,8,99,30,23,73,64,18,13,88,70,41,91,94,28,92,5,25,37,Kosher LeMehadrin
584,4,94,95,44,4,78,25,76,88,93,8,67,95,1,68,1,6,65,11,91,65,8,94,35,3,91,100,32,82,93,76,84,76,5,44,97,9,88,76,57,96,10,74,Non Kosher
585,92,15,61,81,42,64,15,74,50,97,35,63,64,73,16,98,4,49,66,51,64,12,12,55,44,45,38,48,46,39,42,75,34,93,0,0,88,7,0,65,95,59,64,Non Kosher
586,77,95,55,64,46,77,88,57,54,7,92,39,85,60,90,22,0,6,66,40,13,67,57,37,75,19,70,9,8,17,56,59,85,51,74,87,1,17,89,13,69,31,30,OU Kosher
587,100,37,46,4,17,78,55,21,86,76,22,42,84,50,97,24,64,54,65,86,60,11,48,84,39,84,72,33,51,48,45,69,48,91,17,71,16,83,61,24,13,95,88,OU Kosher
588,78,90,7,76,24,72,31,48,4,14,17,84,68,71,43,52,53,99,15,95,21,12,24,31,39,56,98,75,74,71,81,80,59,11,96,74,22,62,70,100,17,34,7,Non Kosher
589,76,82,20,94,58,25,92,84,39,26,87,41,91,26,6,100,100,21,72,2,87,47,18,67,66,70,81,46,54,21,26,90,68,43,13,61,53,15,6,38,27,36,87,OU Kosher
590,71,78,21,31,84,31,7,29,16,19,18,71,21,32,23,39,6,38,60,75,99,73,86,74,56,82,68,50,2,87,67,25,26,3,48,60,63,66,80,95,39,99,54,Kosher LeMehadrin
591,13,38,37,13,95,65,99,5,17,1,9,88,14,43,59,36,59,50,33,82,12,83,70,52,67,84,70,74,99,42,67,28,61,38,87,87,66,73,8,13,55,93,32,Kosher LeMehadrin
592,15,12,42,96,100,90,48,68,92,42,14,51,67,66,0,78,29,90,37,4,78,83,31,23,65,46,74,2,90,53,24,89,68,31,11,92,19,51,23,49,62,84,90,Non Kosher
593,36,37,97,8,58,48,26,92,89,77,12,33,34,0,36,34,8,60,0,22,82,56,35,49,61,38,59,2,24,32,16,3,78,79,80,25,51,91,34,26,6,28,55,Kosher LeMehadrin
594,95,81,80,53,96,9,97,41,80,90,76,100,0,75,42,66,1,32,88,20,62,46,8,26,88,13,66,9,38,64,19,48,36,5,100,52,95,4,83,99,32,45,2,Glatt Kosher
595,24,46,73,97,76,56,8,13,62,10,86,45,29,34,35,14,92,12,10,82,63,85,90,83,48,97,89,55,87,28,51,65,53,98,3,8,77,22,21,61,80,23,83,OU Kosher
596,59,66,49,44,29,28,64,58,52,96,6,1,75,71,46,17,20,72,93,45,27,88,8,36,62,41,76,26,83,98,88,71,38,32,94,36,98,69,96,18,35,90,38,OU Kosher
597,28,11,34,48,42,89,40,88,100,62,62,87,78,26,85,77,4,71,24,94,61,7,35,29,67,84,82,48,2,37,9,86,58,33,98,64,46,96,29,39,89,34,7,Non Kosher
598,0,27,1,20,73,13,62,7,31,10,5,17,3,80,30,44,63,39,49,29,100,39,16,15,81,48,45,23,74,7,31,64,58,46,54,27,1,73,36,99,71,13,27,OU Kosher
599,97,7,33,4,37,33,100,10,91,81,49,41,57,22,69,25,54,30,97,91,6,83,85,5,19,78,46,82,45,60,12,10,20,82,95,1,42,42,82,78,97,29,40,Kosher LeMehadrin
600,48,64,36,26,0,79,6,39,90,36,64,68,70,24,96,89,10,52,5,32,93,19,57,26,83,74,32,22,34,23,53,72,29,70,20,20,92,14,88,51,85,55,9,Non Kosher
601,5,27,47,50,30,90,54,90,95,37,32,29,68,33,37,52,25,5,50,9,77,93,84,29,81,1,30,73,47,73,68,29,21,17,9,2,63,73,68,76,84,53,38,Glatt Kosher
602,95,89,79,52,65,70,47,49,76,12,47,49,52,13,98,63,91,32,38,24,38,8,91,92,5,74,7,39,84,26,92,33,33,5,38,66,20,98,39,81,2,31,79,Glatt Kosher
603,21,75,23,11,77,79,42,34,14,19,72,56,21,1,25,47,56,75,54,83,53,8,56,85,76,1,96,85,80,96,7,61,94,42,14,100,37,36,56,41,30,97,54,Non Kosher
604,72,5,76,27,12,49,10,63,22,2,3,33,64,20,60,23,33,4,37,95,22,45,54,98,74,62,62,81,92,88,27,57,100,30,88,64,74,89,46,15,36,44,60,OU Kosher
605,25,34,6,79,85,58,27,6,85,36,21,54,0,73,77,35,28,17,73,33,98,42,63,14,15,9,80,16,66,6,41,18,11,91,86,30,42,50,1,98,12,17,2,Kosher LeMehadrin
606,5,12,61,57,99,42,100,38,47,59,86,94,25,43,30,26,59,33,15,31,56,92,50,23,31,81,31,6,38,70,95,67,41,25,78,17,73,10,2,88,4,51,96,Non Kosher
607,68,14,11,73,78,80,58,16,96,81,35,96,91,91,68,17,66,38,78,87,49,6,50,3,65,69,13,61,24,23,44,51,64,17,47,88,67,75,43,1,7,94,21,Non Kosher
608,73,56,77,56,25,57,47,1,41,90,41,52,68,6,81,60,16,98,67,78,10,24,86,50,11,4,57,37,56,25,90,81,18,88,34,95,82,60,86,76,3,34,39,Non Kosher
609,69,45,2,64,37,75,81,16,26,60,22,76,35,6,94,96,5,51,52,34,8,30,19,79,12,83,0,62,79,76,94,53,38,39,63,28,26,96,54,5,80,14,44,Non Kosher
610,51,39,79,13,24,19,19,11,77,33,97,7,99,93,100,7,79,73,100,58,26,23,89,61,64,57,52,59,55,73,57,91,6,20,53,15,99,98,66,86,87,33,30,OU Kosher
611,39,79,4,9,63,13,90,84,26,73,15,13,40,38,97,79,2,95,24,40,38,27,11,27,94,56,19,62,8,93,2,60,29,17,21,82,9,34,68,69,95,88,66,OU Kosher
612,31,71,2,49,83,1,5,90,49,1,77,14,64,31,14,13,89,58,62,49,96,17,3,90,21,30,82,70,63,73,26,35,56,6,67,68,94,72,47,46,15,99,49,Kosher LeMehadrin
613,0,47,3,90,48,93,76,44,7,47,22,84,71,24,15,12,77,48,17,53,39,96,82,47,3,4,66,24,50,94,83,92,62,18,61,59,93,46,49,16,42,61,14,Non Kosher
614,89,21,50,41,53,66,29,42,23,7,26,28,88,14,97,2,97,59,98,49,25,85,41,91,98,30,33,95,25,16,56,77,18,74,42,98,84,10,21,0,67,82,6,OU Kosher
615,41,35,79,93,82,8,66,64,14,72,81,67,67,94,71,16,74,81,92,97,21,22,93,80,74,32,78,33,97,70,60,42,54,23,13,13,99,81,3,49,95,28,68,Kosher LeMehadrin
616,30,27,84,18,11,94,49,84,57,12,18,36,16,89,63,56,39,76,79,12,36,54,39,82,70,40,35,25,98,25,29,89,86,51,55,84,48,47,33,66,36,100,79,OU Kosher
617,5,79,30,96,87,3,25,45,52,25,67,53,86,58,89,6,3,66,84,91,83,97,52,81,94,88,100,52,84,70,96,73,78,63,55,26,71,17,10,48,87,48,96,Non Kosher
618,20,95,25,96,94,6,17,45,79,87,55,43,55,99,60,52,71,40,35,15,39,67,34,63,71,50,66,31,24,19,30,10,31,92,33,78,30,77,5,16,30,79,48,Glatt Kosher
619,30,46,47,96,89,12,24,12,29,37,42,53,87,59,74,52,25,76,46,88,46,47,40,85,17,5,48,5,78,56,22,14,30,33,36,29,57,89,76,13,21,36,31,Glatt Kosher
620,33,1,41,56,68,5,88,53,0,60,18,37,65,97,49,56,85,82,16,70,16,66,97,2,0,57,24,73,95,65,50,32,90,90,43,97,20,3,26,77,12,24,94,Glatt Kosher
621,40,79,3,65,96,94,48,78,20,74,56,32,80,55,65,24,61,66,10,89,38,6,87,29,80,61,46,50,11,59,0,16,25,15,23,81,51,56,100,51,59,70,44,Kosher LeMehadrin
622,69,42,64,35,46,35,9,47,47,74,48,92,52,10,74,40,100,20,86,18,81,76,76,31,70,28,94,84,1,46,74,46,60,43,27,52,7,84,50,53,27,70,2,Kosher LeMehadrin
623,76,50,48,29,18,58,9,34,40,0,69,58,23,53,99,8,70,4,94,75,37,78,61,79,67,3,85,69,30,75,44,79,7,30,61,5,47,75,54,13,58,98,4,Non Kosher
624,13,5,11,94,26,10,79,8,29,41,92,43,60,21,86,31,99,57,16,9,51,63,83,3,52,71,67,13,12,17,88,2,46,61,33,2,66,81,21,40,13,80,97,Kosher LeMehadrin
625,65,16,28,88,32,23,1,85,39,87,56,11,36,78,61,57,72,29,93,70,79,11,11,38,56,54,68,41,57,43,84,96,76,93,55,39,45,100,98,58,42,86,57,OU Kosher
626,4,85,29,76,51,91,19,40,56,42,82,65,2,9,66,36,61,94,63,44,42,49,65,73,35,64,64,15,8,96,21,12,100,38,22,54,91,30,73,35,0,48,43,Kosher LeMehadrin
627,8,4,22,25,73,40,51,87,77,66,59,11,33,54,98,87,57,65,82,29,10,22,91,48,19,77,66,36,99,95,57,11,66,73,86,19,87,30,63,81,93,46,15,Glatt Kosher
628,33,50,92,20,46,6,31,52,64,14,62,64,26,77,71,20,29,84,39,82,48,7,44,44,53,88,35,85,74,27,17,66,91,82,57,32,15,6,27,20,46,95,96,Non Kosher
629,73,9,69,41,15,1,22,17,22,34,80,41,14,42,31,18,56,59,12,86,80,90,46,16,27,70,78,32,32,43,95,81,85,35,86,27,41,32,97,41,15,52,61,OU Kosher
630,99,47,38,20,90,3,79,61,18,28,78,28,84,95,82,72,88,48,33,56,31,63,14,50,46,76,65,31,17,56,83,15,45,49,93,23,41,50,57,56,37,94,5,Glatt Kosher
631,50,88,47,42,81,48,29,95,27,38,13,42,90,22,83,63,89,51,80,21,21,51,93,44,61,94,37,100,69,22,87,84,99,2,74,76,65,12,99,25,95,15,73,OU Kosher
632,64,91,58,72,45,61,61,82,33,87,73,54,31,11,50,98,100,28,29,29,56,30,76,8,25,45,27,53,27,72,23,80,21,95,1,63,65,83,21,54,54,97,47,Non Kosher
633,36,72,75,35,39,15,99,58,63,97,30,53,8,71,90,0,32,35,69,83,82,9,59,75,0,32,36,24,91,14,71,55,34,46,46,27,38,94,5,6,27,17,1,Non Kosher
634,29,22,2,72,7,98,6,100,3,68,4,64,5,21,18,66,5,55,70,43,40,83,64,21,71,68,30,59,62,10,80,54,50,32,46,32,52,26,23,36,35,74,58,Non Kosher
635,79,8,8,42,63,41,3,43,83,34,20,88,100,59,10,54,29,10,40,24,31,75,83,64,96,16,58,84,21,61,4,78,26,68,54,81,23,85,20,9,63,13,93,Non Kosher
636,79,66,43,63,27,9,82,48,41,24,37,23,28,26,66,7,65,46,9,73,86,90,62,53,68,60,18,10,22,17,38,35,81,13,75,5,83,20,88,73,66,63,86,Kosher LeMehadrin
637,14,11,32,81,28,91,7,61,31,28,2,1,48,3,38,54,40,28,17,91,45,87,6,67,81,18,19,61,31,5,60,16,31,68,18,19,9,57,97,95,95,13,73,Glatt Kosher
638,86,68,67,34,81,54,80,70,4,88,47,69,97,89,18,22,78,74,37,63,23,75,20,60,25,22,71,94,92,40,76,57,5,93,97,8,92,39,99,28,32,72,21,Non Kosher
639,22,4,65,77,15,54,96,54,37,36,79,27,87,39,87,89,22,90,86,12,15,36,39,44,84,91,2,57,73,14,77,22,24,19,50,96,34,91,53,70,21,75,47,Glatt Kosher
640,54,49,53,14,94,97,56,82,79,58,85,74,57,43,72,87,91,92,7,23,85,27,19,59,41,93,60,68,38,97,24,78,17,26,28,68,21,68,90,18,51,48,77,Non Kosher
641,11,17,8,13,37,58,86,10,82,12,72,32,41,24,88,77,41,89,7,99,86,4,63,52,100,91,5,75,18,91,38,33,62,12,53,69,20,25,64,66,46,41,28,Glatt Kosher
642,22,95,25,67,75,68,1,68,70,90,1,39,24,15,34,49,31,97,34,47,73,46,30,89,39,81,40,79,98,32,36,81,22,64,99,93,25,91,52,14,3,4,89,OU Kosher
643,66,86,36,19,97,49,81,5,13,59,73,99,68,19,99,85,10,5,41,20,28,98,23,55,8,8,55,14,42,72,9,17,28,31,29,62,9,15,31,94,38,54,63,Glatt Kosher
644,64,15,94,62,32,6,74,71,91,2,74,18,23,38,98,93,71,30,97,17,49,61,52,25,23,31,10,82,47,45,31,100,7,76,66,49,63,54,28,36,35,39,22,OU Kosher
645,59,92,26,77,41,84,11,1,39,98,59,90,51,89,75,25,25,11,61,25,67,89,2,6,27,33,7,37,70,69,24,85,10,38,29,100,74,35,77,90,21,28,32,Non Kosher
646,11,48,49,49,22,62,18,40,17,87,12,79,1,23,7,85,84,16,24,71,67,94,31,37,62,96,44,23,27,8,39,4,32,21,98,80,98,56,59,15,17,22,63,Glatt Kosher
647,84,15,66,99,41,39,22,65,6,4,63,19,61,28,11,7,22,8,18,52,42,71,92,38,21,37,12,93,44,63,61,35,24,25,17,10,4,67,64,36,82,80,79,Kosher LeMehadrin
648,67,87,99,100,44,58,92,90,52,1,54,92,34,47,34,60,74,46,26,65,12,49,35,65,21,91,35,4,87,39,93,97,43,73,67,8,7,3,85,86,100,86,83,Non Kosher
649,2,59,90,68,72,99,25,16,79,14,77,31,10,33,3,36,30,11,12,58,90,50,62,48,48,59,78,40,44,81,73,84,46,9,12,83,62,46,30,59,44,98,42,OU Kosher
650,21,40,46,53,59,59,6,10,99,21,44,14,54,35,42,45,28,53,71,30,35,17,6,7,80,66,14,60,61,60,29,67,88,3,29,85,36,13,93,23,93,55,95,OU Kosher
651,60,32,74,47,91,92,84,1,26,25,15,8,66,78,41,77,8,66,37,64,33,43,22,18,74,6,74,15,72,13,56,89,27,60,5,99,23,51,72,35,96,3,76,OU Kosher
652,42,69,24,18,93,31,38,70,81,21,69,56,13,73,48,65,65,12,39,67,70,22,43,1,23,55,92,36,42,32,16,70,94,2,11,72,68,41,60,35,25,9,29,Non Kosher
653,11,96,35,52,93,66,95,8,13,16,35,28,34,98,92,32,12,77,13,10,69,84,45,42,95,23,57,95,56,67,74,1,33,94,82,91,48,47,16,71,27,93,63,Kosher LeMehadrin
654,65,31,89,85,66,29,35,40,28,38,93,97,25,50,77,42,13,80,28,22,63,50,39,63,79,82,89,96,53,28,15,12,80,68,70,38,53,25,93,36,32,66,54,Kosher LeMehadrin
655,40,65,36,44,59,65,53,42,86,53,83,19,87,66,62,93,2,93,32,72,76,97,7,49,95,47,95,29,69,4,37,27,58,52,81,10,53,34,15,8,22,7,84,Glatt Kosher
656,71,2,59,98,96,1,25,77,46,71,93,73,11,0,34,43,46,28,19,92,26,82,46,4,26,35,90,57,5,92,36,85,98,92,41,38,3,76,12,86,22,76,96,Non Kosher
657,9,35,30,53,67,91,28,50,91,6,71,38,77,48,12,15,44,73,47,27,21,32,35,65,55,94,59,93,85,29,4,13,28,95,12,56,7,56,77,7,68,45,68,Kosher LeMehadrin
658,12,98,58,21,49,50,12,17,6,79,9,5,14,52,7,35,71,73,47,24,28,92,50,39,31,51,61,62,94,77,10,10,47,77,69,87,16,80,32,42,49,5,68,Kosher LeMehadrin
659,78,6,6,13,66,0,85,52,6,12,52,56,7,84,58,70,47,4,45,69,67,92,43,71,97,54,57,8,98,73,65,23,1,100,9,57,70,63,16,100,39,84,46,Glatt Kosher
660,33,48,58,62,38,75,38,56,63,83,68,64,99,12,65,81,75,6,46,0,31,48,23,5,0,29,79,0,69,89,70,49,39,45,28,30,86,32,10,34,7,40,41,Glatt Kosher
661,74,52,59,94,43,76,69,28,78,1,30,43,54,9,7,72,42,99,20,29,0,86,64,55,15,66,22,72,1,74,24,15,0,60,73,21,90,18,68,19,63,85,36,Glatt Kosher
662,21,47,50,14,97,37,54,80,19,59,75,2,46,69,32,98,90,8,79,11,28,6,43,21,7,90,85,9,38,38,10,34,86,66,46,50,63,62,38,58,4,56,62,Glatt Kosher
663,29,64,55,41,35,75,10,37,79,92,92,92,47,27,11,53,63,1,22,74,49,57,83,84,61,96,90,96,27,44,83,45,66,49,67,23,51,64,93,76,40,99,97,Glatt Kosher
664,33,92,32,39,42,49,77,92,24,1,24,49,93,98,51,97,41,79,65,15,0,34,52,8,19,44,58,97,14,50,20,12,9,0,25,46,15,45,71,81,34,100,47,Glatt Kosher
665,100,75,67,83,92,36,74,7,15,33,41,38,62,46,35,53,41,51,30,13,9,35,84,42,32,69,59,68,45,28,97,81,35,31,53,66,86,27,55,44,21,37,28,OU Kosher
666,13,57,79,59,3,91,34,100,40,94,78,4,67,44,32,32,82,25,97,83,95,100,54,61,97,47,71,80,86,89,40,95,6,11,44,48,78,15,89,78,14,93,20,OU Kosher
667,33,8,78,100,19,61,5,96,100,77,8,93,17,83,64,74,65,26,84,57,47,67,60,94,14,78,63,11,36,8,16,79,28,0,43,95,76,79,46,14,94,55,37,Non Kosher
668,97,84,7,72,18,0,50,83,79,49,58,52,16,85,72,71,23,75,100,94,81,6,32,13,9,100,84,96,2,47,51,63,71,57,84,43,66,16,27,51,71,85,51,Non Kosher
669,27,1,67,13,6,56,48,77,64,35,8,83,64,88,79,14,99,8,100,38,35,73,5,85,23,26,91,90,40,21,32,100,79,89,39,13,31,23,29,13,26,80,87,Non Kosher
670,63,51,7,68,47,82,21,76,40,67,73,38,60,85,85,63,25,49,85,69,66,78,48,93,15,94,56,45,48,91,80,78,61,12,57,64,62,18,54,31,99,50,97,OU Kosher
671,75,84,82,37,11,16,0,85,22,30,90,68,5,94,75,43,71,93,53,89,80,13,16,11,91,45,41,0,75,96,96,16,27,38,39,34,57,23,99,33,7,22,35,Kosher LeMehadrin
672,39,16,55,26,41,58,22,47,35,0,57,57,93,48,80,28,74,81,24,6,18,22,41,29,37,36,60,87,66,91,81,38,1,7,79,42,61,63,71,61,78,99,33,Kosher LeMehadrin
673,0,50,57,85,97,23,51,50,55,16,68,48,87,37,28,41,31,46,55,35,36,91,89,64,72,37,32,63,73,4,90,21,35,70,8,5,29,14,31,70,73,89,30,Kosher LeMehadrin
674,48,88,9,36,7,57,7,85,6,19,64,47,55,41,47,37,75,4,69,49,38,85,44,27,80,100,93,18,70,52,86,61,64,29,3,46,96,18,15,25,92,95,59,OU Kosher
675,29,57,77,7,96,18,68,86,3,7,96,4,94,100,74,79,79,70,11,92,82,20,6,52,70,68,79,29,67,45,14,17,17,61,73,68,8,81,15,44,85,97,84,Glatt Kosher
676,28,77,64,100,100,41,39,81,3,38,90,89,26,49,16,42,24,48,10,85,50,17,19,24,13,22,44,31,92,20,74,44,78,27,90,10,91,87,78,84,74,95,67,Kosher LeMehadrin
677,41,75,55,94,94,20,88,15,60,78,37,82,47,97,38,41,60,3,28,32,0,6,2,67,44,88,14,17,79,96,3,35,6,96,50,92,39,34,50,37,28,16,91,Kosher LeMehadrin
678,79,15,45,26,69,99,32,89,64,100,27,91,75,74,72,4,12,57,16,19,13,81,97,38,62,54,16,26,4,100,83,55,84,53,40,84,61,61,53,51,60,51,31,Non Kosher
679,36,19,95,6,8,54,71,7,53,82,85,11,70,2,46,47,94,54,74,9,42,73,7,3,63,47,71,62,34,80,73,60,89,42,95,89,5,53,92,7,74,44,4,OU Kosher
680,97,10,86,49,33,63,87,98,47,41,69,36,34,27,45,74,23,83,51,79,19,61,68,3,1,22,69,52,67,30,93,99,18,74,21,72,6,46,0,18,30,74,97,OU Kosher
681,23,80,11,97,31,64,97,90,76,46,10,98,42,7,31,51,100,7,92,28,7,96,34,45,23,31,92,8,49,39,70,71,93,50,11,62,17,42,88,10,50,17,9,Non Kosher
682,48,21,31,61,24,56,90,0,68,29,94,38,56,73,69,20,36,46,99,8,49,42,56,99,54,51,6,61,48,47,50,84,1,90,34,72,44,43,33,6,36,11,25,OU Kosher
683,80,82,83,75,80,80,88,73,68,55,33,97,42,95,86,88,33,55,29,85,62,44,83,55,81,43,84,91,96,83,93,93,73,19,39,49,5,7,90,54,2,24,29,Non Kosher
684,29,31,86,99,57,16,67,41,79,35,63,55,29,26,31,43,97,64,49,71,88,53,50,99,38,1,94,65,28,65,65,8,81,31,76,33,57,95,42,38,63,63,54,Kosher LeMehadrin
685,0,73,87,57,52,39,5,4,82,95,31,7,43,29,47,17,7,27,66,21,78,52,61,5,21,29,21,100,98,48,59,16,70,15,94,46,83,50,95,58,8,72,9,Kosher LeMehadrin
686,97,12,71,52,86,93,42,32,3,19,26,53,36,18,38,80,77,23,72,24,84,94,92,51,85,51,81,81,17,31,63,79,63,39,40,46,77,30,90,33,97,1,0,Non Kosher
687,31,10,31,73,58,22,35,46,91,47,49,92,49,51,14,57,70,74,65,56,76,66,20,16,92,91,96,45,60,19,5,88,59,13,95,14,86,98,95,37,67,80,59,Non Kosher
688,98,90,33,31,11,77,63,74,80,44,28,84,65,99,69,42,93,29,26,81,97,72,22,8,92,52,24,27,90,11,28,67,66,52,86,50,71,59,80,0,15,25,30,Non Kosher
689,83,3,84,24,92,3,49,25,37,6,63,9,65,41,17,91,49,72,0,51,2,73,73,49,66,38,99,95,26,26,81,30,36,62,79,14,32,47,39,38,62,42,95,Glatt Kosher
690,91,35,23,1,98,25,94,22,72,64,55,85,88,95,15,93,68,52,51,16,40,48,62,94,85,21,37,64,67,38,86,22,68,15,5,61,52,47,54,35,74,16,86,Glatt Kosher
691,94,60,47,92,25,92,57,51,54,92,47,62,88,28,72,46,84,53,41,64,24,71,11,79,0,6,27,71,86,56,39,95,28,94,97,50,97,9,87,85,40,17,44,Non Kosher
692,48,47,92,6,71,62,55,95,46,3,89,22,16,31,2,49,56,86,19,70,34,17,6,2,39,87,86,65,38,65,72,58,100,59,49,52,94,97,45,43,90,14,43,OU Kosher
693,32,47,82,0,97,65,26,26,97,8,27,70,38,63,93,83,31,35,39,77,49,2,96,80,79,64,21,73,81,28,38,34,98,90,28,95,40,96,49,21,65,45,47,Glatt Kosher
694,33,16,81,42,56,84,28,69,90,15,72,17,26,40,21,94,4,8,60,70,5,65,22,83,20,0,32,57,46,99,91,88,4,57,38,8,54,62,87,39,56,100,2,OU Kosher
695,7,23,66,86,86,55,16,84,65,94,31,84,59,31,48,52,30,12,82,91,8,34,0,42,68,66,14,59,6,61,17,45,81,28,97,88,21,48,6,12,5,48,80,Glatt Kosher
696,28,57,7,84,8,37,5,86,66,5,0,83,98,2,16,51,87,99,55,46,65,53,12,44,46,72,86,58,81,1,73,82,95,40,100,56,57,4,83,11,0,95,29,Non Kosher
697,53,27,20,5,71,47,88,55,98,82,83,80,26,84,44,95,1,24,54,47,87,76,85,7,47,34,10,67,53,12,75,23,11,38,20,88,56,16,28,66,76,53,82,Glatt Kosher
698,72,49,76,90,87,63,53,48,41,50,95,3,55,85,46,61,7,47,77,5,48,12,85,75,79,9,86,12,10,23,38,26,44,47,68,35,84,48,64,97,42,18,56,Glatt Kosher
699,18,37,25,0,83,68,32,13,46,61,30,49,53,17,76,11,21,44,92,31,85,13,17,52,71,89,18,51,51,75,23,54,15,49,45,41,66,92,35,4,54,41,2,OU Kosher
700,83,72,85,39,36,75,7,41,38,67,94,22,54,38,21,44,25,26,95,42,46,55,87,57,56,18,36,28,23,62,23,2,87,13,77,29,71,53,16,29,35,47,3,Kosher LeMehadrin
701,86,86,91,56,38,64,21,45,64,51,54,68,99,93,80,62,55,16,16,77,85,76,77,74,94,3,38,18,58,35,48,42,94,74,32,85,87,98,11,91,52,51,72,Glatt Kosher
702,83,6,79,34,28,9,11,50,68,55,48,71,94,29,22,72,35,31,79,11,56,84,70,88,81,50,52,84,6,16,82,55,1,4,63,0,34,38,0,75,95,85,25,Non Kosher
703,35,31,33,33,27,94,98,82,58,37,86,88,78,79,28,59,57,18,59,52,49,94,98,65,12,44,18,19,63,62,9,9,74,46,67,76,21,1,73,11,16,14,29,Glatt Kosher
704,17,45,80,79,73,82,67,41,71,35,24,20,84,18,83,92,56,11,36,36,34,83,44,71,20,53,33,46,49,75,57,47,27,100,95,88,93,3,26,96,43,48,45,Glatt Kosher
705,36,32,21,32,20,55,26,61,35,15,87,95,29,86,34,74,89,78,59,7,8,5,97,80,72,0,11,83,57,94,27,32,63,30,41,31,66,88,13,16,18,83,79,Glatt Kosher
706,18,16,23,52,98,0,69,49,37,18,40,30,48,37,58,95,83,39,49,23,25,91,81,82,10,39,48,26,74,16,22,88,55,87,84,25,18,53,84,69,60,72,80,OU Kosher
707,96,89,98,6,39,31,80,35,78,47,79,42,17,60,88,100,25,58,44,45,72,35,2,82,99,25,25,79,52,66,11,96,0,38,83,78,77,14,73,22,63,58,72,OU Kosher
708,47,82,17,92,78,79,4,7,90,95,90,34,36,97,65,30,60,32,12,57,4,62,47,34,76,69,33,22,15,48,21,73,77,32,91,24,14,3,55,67,73,96,54,OU Kosher
709,13,24,26,20,50,19,42,89,97,65,24,92,30,65,24,26,44,1,57,37,44,36,82,18,59,23,40,57,30,66,62,26,22,51,31,40,67,33,20,38,75,62,8,Kosher LeMehadrin
710,10,45,83,64,85,35,81,99,60,82,54,49,99,54,0,45,83,100,19,68,76,18,74,40,66,62,8,8,65,27,80,52,27,48,79,12,46,58,56,6,41,25,18,OU Kosher
711,54,57,27,65,1,71,13,68,56,19,68,19,24,66,97,17,8,48,93,3,46,65,42,35,45,71,90,72,18,4,80,67,88,32,57,6,89,14,72,1,7,48,11,OU Kosher
712,67,24,64,22,87,8,34,73,3,83,93,53,82,83,16,31,66,59,86,59,5,48,19,84,47,34,81,49,61,85,32,14,64,39,27,7,68,55,85,15,32,60,95,Kosher LeMehadrin
